model,event_id,market_id,model_prob_yes,yes_ask,no_ask,outcome,platform
Gemini 3.1 Pro (Variant A),E0555,M01031,0.11,7.000000000000001,94.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2577,M04755,0.46,57.99999999999999,43.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5637,M10800,0.5,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2592,M04785,0.06,8.18,95.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2590,M04781,0.52,44.74,57.99999999999999,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2575,M04751,0.53,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2579,M04759,0.82,86.0,16.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2595,M04791,0.02,1.7000000000000002,98.4,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2573,M04747,0.12,47.0,53.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5447,M10610,0.07,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5554,M10717,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5357,M10520,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5555,M10718,0.67,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5529,M10692,0.19,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5402,M10565,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5444,M10607,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5594,M10757,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5347,M10510,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5343,M10506,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5531,M10694,0.63,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5624,M10787,0.36,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5532,M10695,0.63,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5454,M10617,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5533,M10696,0.97,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5581,M10744,0.05,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5534,M10697,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5452,M10615,0.44,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5453,M10616,0.64,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5625,M10788,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5345,M10508,0.42,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5560,M10723,0.12,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5638,M10801,0.95,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5400,M10563,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5455,M10618,0.04,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5450,M10613,0.12,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5448,M10611,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5359,M10522,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5346,M10509,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5375,M10538,0.11,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5349,M10512,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5451,M10614,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5364,M10527,0.18,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5561,M10724,0.99,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5542,M10705,0.59,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5562,M10725,0.87,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5351,M10514,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5543,M10706,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5564,M10727,0.88,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5445,M10608,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5492,M10655,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5378,M10541,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5493,M10656,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5544,M10707,0.98,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5449,M10612,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5419,M10582,0.82,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5446,M10609,0.21,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5507,M10670,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5571,M10734,0.55,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5403,M10566,0.2,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5548,M10711,0.59,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5508,M10671,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5633,M10796,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5589,M10752,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5360,M10523,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5590,M10753,0.46,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5361,M10524,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5370,M10533,0.34,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2596,M04793,0.03,1.1,99.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5639,M10802,0.78,93.0,40.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5640,M10803,0.86,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2597,M04795,0.82,75.0,30.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5619,M10782,0.36,26.0,75.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5620,M10783,0.45,70.0,31.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5641,M10804,0.5,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E3245,M06111,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2585,M04771,0.73,86.0,18.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2583,M04767,0.47,38.5,64.83,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2601,M04803,0.2,1.88,98.3,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5642,M10805,0.5,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5615,M10778,0.56,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2586,M04773,0.04,39.0,95.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2581,M04763,0.33,45.0,64.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2578,M04757,0.38,39.0,63.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5643,M10806,0.5,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2587,M04775,0.43,29.29,79.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2580,M04761,0.82,66.0,37.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5621,M10784,0.78,90.0,58.4,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2584,M04769,0.67,81.0,43.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5644,M10807,0.5,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2588,M04777,0.03,3.2,97.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2576,M04753,0.05,11.69,95.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2589,M04779,0.09,16.0,86.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2591,M04783,0.12,13.0,89.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2574,M04749,0.59,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5629,M10792,0.74,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5632,M10795,0.12,17.7,92.43,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2594,M04789,0.02,1.0,99.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5575,M10738,0.28,38.0,92.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2582,M04765,0.45,67.0,34.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2600,M04801,0.96,97.87,12.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5611,M10774,0.73,73.0,28.000000000000004,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E0555,M01031,0.11,7.000000000000001,94.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2577,M04755,0.68,72.0,43.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5645,M10808,0.6,62.0,43.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2592,M04785,0.08,8.72,95.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2590,M04781,0.3,44.74,57.99999999999999,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2579,M04759,0.83,84.0,17.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2595,M04791,0.02,1.1,98.9,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2573,M04747,0.07,9.0,91.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5447,M10610,0.14,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5401,M10564,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5554,M10717,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5357,M10520,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5555,M10718,0.75,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5529,M10692,0.27,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5402,M10565,0.04,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5444,M10607,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5594,M10757,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5347,M10510,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5343,M10506,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5531,M10694,0.45,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5624,M10787,0.55,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5532,M10695,0.63,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5454,M10617,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5579,M10742,0.31,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5533,M10696,0.97,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5534,M10697,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5452,M10615,0.44,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5453,M10616,0.64,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5625,M10788,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5345,M10508,0.54,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5560,M10723,0.28,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5400,M10563,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5455,M10618,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5450,M10613,0.09,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5448,M10611,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5359,M10522,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5346,M10509,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5375,M10538,0.14,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5451,M10614,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5364,M10527,0.21,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5561,M10724,0.99,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5542,M10705,0.53,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5562,M10725,0.88,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5543,M10706,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5564,M10727,0.63,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5445,M10608,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5492,M10655,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5493,M10656,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5544,M10707,0.99,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5449,M10612,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5646,M10809,0.12,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5446,M10609,0.21,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5507,M10670,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5571,M10734,0.53,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5548,M10711,0.58,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5508,M10671,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5633,M10796,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5589,M10752,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5360,M10523,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5590,M10753,0.5,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5361,M10524,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5647,M10810,0.84,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2596,M04793,0.02,1.1,99.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5639,M10802,0.84,55.00000000000001,64.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5648,M10811,0.5,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2597,M04795,0.67,74.0,30.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2599,M04799,0.15,46.0,70.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5619,M10782,0.12,68.0,37.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5649,M10812,0.49,83.0,89.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E3245,M06111,0.24,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2585,M04771,0.65,87.0,17.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2583,M04767,0.5,40.0,73.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2601,M04803,0.01,1.9,98.3,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5650,M10813,0.5,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5615,M10778,0.58,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2586,M04773,0.04,39.0,95.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2593,M04787,0.71,61.0,40.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2581,M04763,0.36,40.43,61.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2578,M04757,0.19,36.0,65.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2587,M04775,0.25,29.29,79.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2580,M04761,0.77,75.0,37.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5621,M10784,0.94,90.0,58.4,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2584,M04769,0.63,81.0,38.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5651,M10814,0.5,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2588,M04777,0.03,3.4000000000000004,98.3,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2576,M04753,0.06,11.69,96.17,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2589,M04779,0.06,16.0,89.60000000000001,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2591,M04783,0.12,19.0,82.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5652,M10815,0.5,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5632,M10795,0.12,17.7,92.5,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2594,M04789,0.03,1.4,98.9,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5575,M10738,0.28,32.0,88.64,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2582,M04765,0.79,67.0,35.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2600,M04801,0.95,97.87,12.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5611,M10774,0.72,75.0,28.000000000000004,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E0555,M01031,0.11,7.000000000000001,94.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2577,M04755,0.52,63.0,43.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5645,M10808,0.57,61.0,43.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5653,M10816,0.5,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2592,M04785,0.05,8.72,89.25,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2590,M04781,0.14,44.74,57.99999999999999,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2579,M04759,0.68,87.0,14.000000000000002,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2595,M04791,0.04,0.7000000000000001,99.4,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5654,M10817,0.26,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2573,M04747,0.93,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5447,M10610,0.07,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5401,M10564,0.04,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5554,M10717,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5555,M10718,0.84,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5529,M10692,0.35,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5402,M10565,0.04,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5594,M10757,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5347,M10510,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5343,M10506,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5531,M10694,0.45,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5624,M10787,0.51,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5532,M10695,0.63,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5454,M10617,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5579,M10742,0.31,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5533,M10696,0.97,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5534,M10697,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5452,M10615,0.44,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5453,M10616,0.53,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5625,M10788,0.04,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5345,M10508,0.56,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5560,M10723,0.18,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5400,M10563,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5455,M10618,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5450,M10613,0.26,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5448,M10611,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5346,M10509,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5375,M10538,0.14,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5451,M10614,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5364,M10527,0.26,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5561,M10724,0.99,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5542,M10705,0.58,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5562,M10725,0.89,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5543,M10706,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5564,M10727,0.92,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5445,M10608,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5544,M10707,0.99,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5646,M10809,0.08,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5446,M10609,0.2,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5507,M10670,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5571,M10734,0.47,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5403,M10566,0.22,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5548,M10711,0.62,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5508,M10671,0.09,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5633,M10796,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5404,M10567,0.13,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5589,M10752,0.02,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5590,M10753,0.49,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5647,M10810,0.64,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2596,M04793,0.02,1.0,99.1,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5639,M10802,0.84,60.0,69.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5656,M10819,0.5,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2597,M04795,0.67,72.0,34.27,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5619,M10782,0.12,43.89,60.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5657,M10820,0.42,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5620,M10783,0.25,72.0,31.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5649,M10812,0.32,83.0,89.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E3245,M06111,0.09,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2585,M04771,0.68,87.56,16.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2583,M04767,0.47,35.28,73.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5658,M10821,0.42,51.0,53.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5615,M10778,0.6,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2586,M04773,0.04,39.0,95.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2593,M04787,0.82,73.0,28.999999999999996,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2581,M04763,0.36,36.0,67.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2578,M04757,0.38,36.0,67.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2587,M04775,0.09,16.0,79.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2580,M04761,0.77,73.0,30.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5621,M10784,0.92,90.0,47.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2584,M04769,0.63,82.0,34.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2588,M04777,0.02,4.1000000000000005,97.2,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2576,M04753,0.05,11.69,96.17,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2589,M04779,0.06,14.4,89.60000000000001,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2591,M04783,0.12,27.0,74.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5659,M10822,0.45,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5660,M10823,0.5,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5632,M10795,0.11,17.7,92.5,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2594,M04789,0.03,1.0,99.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5575,M10738,0.34,13.0,88.64,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2582,M04765,0.42,67.0,34.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2600,M04801,0.95,97.87,12.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5611,M10774,0.76,76.0,25.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E0555,M01031,0.08,7.000000000000001,94.0,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5645,M10808,0.46,62.0,46.73,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2592,M04785,0.09,8.72,89.25,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E2590,M04781,0.28,44.74,57.99999999999999,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2579,M04759,0.83,86.0,15.0,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E2595,M04791,0.01,1.0,99.1,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5654,M10817,0.33,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5655,M10818,0.5,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5447,M10610,0.11,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5401,M10564,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5554,M10717,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5661,M10824,0.07,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5555,M10718,0.84,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5529,M10692,0.33,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5402,M10565,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5444,M10607,0.001,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5343,M10506,0.05,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5531,M10694,0.28,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5624,M10787,0.47,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5532,M10695,0.63,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5454,M10617,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5579,M10742,0.27,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5533,M10696,0.97,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5534,M10697,0.01,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5453,M10616,0.64,,,1.0,Polymarket
Gemini 3.1 Pro (Variant A),E5625,M10788,0.03,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5345,M10508,0.52,,,0.0,Polymarket
Gemini 3.1 Pro (Variant A),E5560,M10723,0.29,,,1.0,Polymarket
